ID|Mosha|Udhetime_biznesore|Departamenti|Distanca_nga_shtepija|Fusha_edukimit|Ambientimi_punetorit|Gjinia|Involvimi_ne_detyra_pergjegjesi|Niveli_punes|Roli|Satisfaksioni_punedhenesit|Statusi_martesor|Ardhurat_mujore|Numri_kompanive_qe_kapunuar|OverTime|Ngritja_rroges_perqindje|Vite_pervoje_pune|Numri_trajnimeve_vitin_kaluar|Bilanci_pune_jete|Vitet_me_kompanine|Vitet_ne_rolin_aktual|Vitet_qe_nga_ngritja_pozites|Vitet_me_menagjerin_aktual|Largimi
183|41|Travel_Rarely|Sales|20|Marketing|2|Female|3|1|Sales Representative|2|Single|3140|1|Yes|22|4|5|2|4|3|0|2|Yes
184|50|Travel_Rarely|Research & Development|1|Medical|3|Male|2|1|Laboratory Technician|3|Married|3690|2|No|15|5|2|2|3|2|0|2|No
185|53|Travel_Rarely|Research & Development|13|Medical|4|Female|4|2|Manufacturing Director|1|Divorced|4450|1|No|11|5|3|3|4|2|1|3|No
186|33|Travel_Rarely|Research & Development|14|Medical|4|Female|3|1|Research Scientist|2|Married|2756|1|No|13|8|5|3|8|7|1|6|No
187|40|Travel_Rarely|Research & Development|4|Medical|4|Female|3|5|Manager|3|Married|19033|1|No|14|21|2|3|20|8|9|9|No
188|55|Travel_Rarely|Research & Development|14|Medical|3|Male|4|5|Research Director|2|Single|18722|8|No|11|36|3|3|24|15|2|15|No
189|34|Travel_Frequently|Research & Development|2|Life Sciences|4|Male|2|2|Manufacturing Director|3|Married|9547|1|No|17|10|2|2|10|9|1|9|No
190|51|Travel_Rarely|Research & Development|3|Medical|4|Female|3|4|Healthcare Representative|2|Single|13734|3|No|18|21|6|3|7|7|1|0|No
191|52|Travel_Rarely|Research & Development|1|Life Sciences|3|Male|2|5|Manager|3|Married|19999|0|No|14|34|5|3|33|18|11|9|No
192|27|Travel_Rarely|Research & Development|9|Medical|4|Female|3|1|Research Scientist|2|Single|2279|1|No|16|7|2|2|7|7|0|3|No
193|35|Travel_Rarely|Research & Development|23|Life Sciences|2|Male|2|2|Manufacturing Director|3|Married|5916|3|Yes|13|8|1|3|1|0|0|1|Yes
194|43|Non-Travel|Research & Development|7|Medical|4|Male|4|1|Research Scientist|4|Divorced|2089|4|No|14|7|3|4|5|4|2|2|No
195|45|Non-Travel|Research & Development|2|Medical|1|Male|2|4|Manager|4|Married|16792|9|No|23|22|1|3|20|8|11|8|No
196|37|Travel_Rarely|Research & Development|21|Life Sciences|2|Male|4|1|Research Scientist|1|Married|3564|1|Yes|12|8|3|2|8|7|1|7|No
197|35|Travel_Frequently|Research & Development|2|Medical|2|Female|3|2|Laboratory Technician|2|Single|4425|5|No|11|10|5|3|6|2|1|2|No
198|42|Non-Travel|Research & Development|21|Medical|3|Female|3|2|Manufacturing Director|3|Divorced|5265|2|No|16|11|5|3|5|3|0|2|No
199|38|Travel_Rarely|Research & Development|2|Life Sciences|4|Male|3|2|Manufacturing Director|3|Married|6553|9|No|14|14|3|3|1|0|0|0|No
200|38|Travel_Rarely|Research & Development|29|Technical Degree|4|Male|3|2|Manufacturing Director|4|Married|6261|3|No|18|9|3|1|7|7|1|7|No
201|27|Travel_Frequently|Research & Development|1|Technical Degree|3|Male|2|2|Manufacturing Director|1|Married|4298|5|No|19|6|1|3|2|2|2|0|No
202|49|Non-Travel|Research & Development|18|Life Sciences|4|Male|3|2|Manufacturing Director|4|Divorced|6804|1|Yes|15|7|0|3|7|7|1|7|No
203|34|Travel_Frequently|Research & Development|10|Medical|4|Male|3|1|Research Scientist|3|Divorced|3815|1|Yes|17|5|4|4|5|3|2|0|No
204|40|Travel_Rarely|Research & Development|19|Medical|3|Male|3|2|Laboratory Technician|4|Married|2741|8|Yes|15|15|2|4|7|2|3|7|No
205|38|Travel_Rarely|Research & Development|29|Medical|2|Male|3|2|Healthcare Representative|1|Married|6673|7|Yes|19|17|2|3|1|0|0|0|Yes
206|29|Travel_Rarely|Sales|27|Marketing|2|Female|3|3|Sales Executive|4|Married|7639|1|No|22|10|3|2|10|4|1|9|Yes
207|22|Travel_Rarely|Research & Development|5|Life Sciences|4|Male|4|1|Research Scientist|2|Divorced|2328|1|Yes|16|4|2|2|4|2|2|2|No
208|36|Travel_Frequently|Research & Development|18|Medical|2|Female|3|1|Laboratory Technician|4|Single|2153|1|No|13|8|2|3|8|1|1|7|No
209|40|Non-Travel|Research & Development|9|Life Sciences|4|Male|2|2|Healthcare Representative|4|Married|4876|9|No|14|5|5|1|3|2|0|2|No
210|46|Travel_Rarely|Research & Development|1|Medical|4|Male|3|3|Healthcare Representative|1|Divorced|9396|7|No|16|17|3|3|4|2|0|3|No
211|32|Travel_Rarely|Sales|4|Medical|4|Male|1|3|Sales Executive|4|Married|10400|1|No|11|14|2|2|14|8|9|8|Yes
212|30|Non-Travel|Research & Development|1|Life Sciences|3|Male|2|3|Manufacturing Director|3|Single|8474|1|No|22|12|2|3|11|8|5|8|No
213|27|Travel_Frequently|Sales|20|Life Sciences|4|Female|3|2|Sales Executive|3|Single|9981|1|No|14|7|2|3|7|7|0|7|No
214|51|Travel_Rarely|Research & Development|8|Life Sciences|2|Male|2|3|Research Director|2|Married|12490|5|No|16|16|5|1|10|9|4|7|No
215|30|Travel_Rarely|Research & Development|3|Technical Degree|4|Female|3|1|Research Scientist|1|Single|2657|5|Yes|11|8|5|3|5|2|0|4|Yes
216|41|Travel_Rarely|Sales|6|Life Sciences|4|Female|3|3|Manager|4|Single|13591|3|Yes|18|16|3|3|1|0|0|0|No
217|30|Travel_Frequently|Sales|26|Marketing|3|Female|2|2|Sales Executive|1|Single|6696|5|No|15|9|5|2|6|3|0|1|Yes
218|29|Travel_Rarely|Research & Development|1|Technical Degree|3|Male|3|1|Research Scientist|3|Single|2058|0|No|14|7|1|2|6|2|1|5|Yes
219|45|Non-Travel|Sales|6|Medical|4|Female|2|3|Sales Executive|4|Single|8865|6|No|12|23|2|3|19|7|12|8|No
220|54|Travel_Rarely|Sales|3|Marketing|4|Female|3|2|Sales Executive|1|Married|5940|2|No|14|16|4|3|6|2|0|5|No
221|36|Travel_Rarely|Research & Development|5|Life Sciences|4|Male|3|2|Laboratory Technician|2|Single|5914|8|No|16|16|3|4|13|11|3|7|No
222|33|Travel_Rarely|Research & Development|4|Medical|3|Female|2|1|Research Scientist|2|Married|2622|6|No|21|7|3|3|3|2|1|1|No
223|37|Travel_Frequently|Research & Development|11|Other|2|Male|3|3|Research Director|4|Divorced|12185|1|Yes|14|10|1|3|10|8|0|7|No
224|38|Travel_Rarely|Sales|3|Life Sciences|1|Male|3|3|Sales Executive|3|Divorced|10609|0|No|12|17|6|2|16|10|5|13|No
225|31|Non-Travel|Research & Development|1|Medical|3|Male|1|2|Manufacturing Director|3|Married|4345|0|No|12|6|2|3|5|4|1|4|No
226|59|Travel_Rarely|Research & Development|3|Life Sciences|3|Male|2|1|Research Scientist|4|Married|2177|3|No|17|7|6|3|1|0|0|0|No
227|37|Travel_Frequently|Sales|4|Marketing|1|Male|3|1|Sales Representative|4|Divorced|2793|4|No|17|13|2|3|9|8|5|8|No
228|29|Travel_Frequently|Sales|1|Medical|2|Female|3|3|Sales Executive|4|Married|7918|1|No|14|11|5|3|11|10|4|1|No
229|35|Travel_Frequently|Sales|1|Marketing|3|Female|3|3|Sales Executive|3|Single|8789|1|No|14|10|3|4|10|7|0|8|No
230|29|Travel_Rarely|Research & Development|18|Medical|3|Male|2|1|Research Scientist|4|Single|2389|1|Yes|13|4|3|2|4|3|0|1|Yes
231|52|Travel_Rarely|Research & Development|2|Life Sciences|3|Female|2|1|Laboratory Technician|4|Single|3212|7|No|15|6|3|2|2|2|2|2|No
232|42|Travel_Rarely|Research & Development|4|Technical Degree|3|Male|3|5|Manager|4|Married|19232|1|No|11|22|3|3|22|17|11|15|No
233|59|Travel_Rarely|Human Resources|6|Medical|2|Male|3|1|Human Resources|3|Married|2267|8|No|17|7|2|2|2|2|2|2|No
234|50|Travel_Rarely|Sales|1|Medical|4|Female|3|5|Manager|4|Divorced|19517|3|No|11|32|3|2|7|0|0|6|No
235|33|Travel_Rarely|Research & Development|14|Medical|3|Male|3|1|Laboratory Technician|4|Married|2436|5|Yes|13|8|2|1|5|4|0|4|Yes
236|43|Travel_Rarely|Sales|16|Marketing|4|Female|3|4|Manager|4|Married|16064|5|Yes|22|22|3|3|17|13|1|9|No
237|33|Travel_Rarely|Research & Development|2|Life Sciences|1|Female|3|1|Laboratory Technician|1|Married|2707|7|No|20|13|3|4|9|7|1|7|Yes
238|52|Non-Travel|Sales|2|Life Sciences|1|Male|2|5|Manager|3|Single|19068|1|Yes|18|33|2|4|33|7|15|12|No
239|32|Travel_Rarely|Sales|4|Life Sciences|3|Female|3|1|Sales Representative|2|Married|3931|2|No|11|6|5|3|4|3|1|2|No
240|32|Travel_Rarely|Research & Development|1|Life Sciences|4|Male|2|1|Laboratory Technician|3|Single|3730|0|Yes|14|4|2|1|3|2|1|2|Yes
241|39|Travel_Rarely|Research & Development|1|Medical|3|Female|3|1|Laboratory Technician|3|Divorced|2232|7|No|14|7|1|3|3|2|1|2|No
242|32|Non-Travel|Sales|26|Marketing|3|Male|3|2|Sales Executive|4|Married|4465|0|No|18|4|2|3|3|2|2|2|No
243|41|Travel_Rarely|Research & Development|19|Life Sciences|3|Male|3|2|Research Scientist|1|Divorced|3072|2|No|16|17|2|2|1|0|0|0|No
244|40|Travel_Rarely|Research & Development|24|Technical Degree|1|Male|3|2|Research Scientist|4|Divorced|3319|1|No|17|9|3|3|9|8|4|7|No
245|45|Travel_Rarely|Research & Development|1|Other|3|Male|4|5|Manager|4|Married|19202|0|No|11|25|2|3|24|0|1|7|No
246|31|Travel_Frequently|Research & Development|3|Medical|2|Male|3|3|Research Director|3|Divorced|13675|9|No|12|9|3|3|2|2|2|2|No
247|33|Travel_Rarely|Research & Development|5|Life Sciences|3|Female|2|1|Research Scientist|4|Married|2911|1|No|13|2|2|2|2|2|0|2|No
248|34|Travel_Rarely|Research & Development|2|Life Sciences|4|Male|2|2|Manufacturing Director|1|Married|5957|6|No|13|13|3|3|11|9|5|9|No
249|37|Travel_Rarely|Research & Development|1|Medical|3|Female|2|1|Research Scientist|1|Married|3920|2|No|14|17|2|2|3|1|0|2|No
250|45|Travel_Frequently|Research & Development|7|Life Sciences|1|Male|4|2|Manufacturing Director|3|Married|6434|4|No|17|9|1|3|3|2|0|2|No
251|37|Travel_Frequently|Research & Development|10|Medical|1|Male|3|3|Manufacturing Director|3|Divorced|10048|6|No|11|17|5|3|1|0|0|0|Yes
252|39|Travel_Frequently|Research & Development|2|Technical Degree|3|Female|3|3|Healthcare Representative|3|Single|10938|0|No|25|20|1|3|19|6|11|8|No
253|29|Travel_Rarely|Research & Development|15|Life Sciences|3|Male|3|1|Research Scientist|4|Single|2340|1|No|19|6|1|3|6|5|1|5|No
254|42|Travel_Rarely|Research & Development|17|Life Sciences|4|Female|4|2|Research Scientist|1|Single|6545|3|Yes|13|10|1|3|3|2|0|2|No
255|29|Travel_Rarely|Sales|20|Marketing|4|Male|3|2|Sales Executive|4|Divorced|6931|2|No|14|10|2|3|3|2|0|2|No
256|25|Travel_Rarely|Research & Development|1|Life Sciences|1|Female|3|2|Manufacturing Director|3|Married|4898|0|No|12|5|3|3|4|2|1|2|No
257|42|Travel_Rarely|Research & Development|2|Medical|4|Female|2|1|Laboratory Technician|1|Divorced|2593|0|Yes|11|10|4|3|9|6|7|8|No
258|40|Travel_Rarely|Research & Development|2|Medical|1|Male|3|5|Research Director|3|Divorced|19436|0|No|19|22|5|3|21|7|3|9|No
259|51|Travel_Rarely|Research & Development|1|Life Sciences|3|Male|3|1|Research Scientist|4|Married|2723|1|No|11|1|0|2|1|0|0|0|No
260|31|Travel_Frequently|Research & Development|29|Medical|3|Male|2|1|Laboratory Technician|2|Single|3479|0|No|11|6|2|4|5|4|1|4|Yes
261|32|Travel_Frequently|Research & Development|7|Life Sciences|2|Male|4|1|Laboratory Technician|2|Married|2794|1|No|20|5|3|1|5|1|0|3|No
262|38|Non-Travel|Sales|2|Life Sciences|4|Male|2|2|Sales Executive|4|Married|5249|3|No|18|13|0|3|8|7|7|5|No
263|32|Travel_Rarely|Research & Development|2|Technical Degree|4|Male|2|2|Laboratory Technician|1|Single|2176|4|No|13|9|5|3|6|2|0|4|No
264|46|Travel_Rarely|Sales|2|Technical Degree|3|Female|1|4|Manager|2|Married|16872|3|Yes|12|28|2|2|7|7|7|7|No
265|28|Travel_Rarely|Research & Development|2|Life Sciences|1|Male|3|1|Laboratory Technician|3|Single|3485|2|No|11|5|5|1|0|0|0|0|Yes
266|29|Travel_Rarely|Sales|2|Medical|1|Male|2|2|Sales Executive|2|Married|6644|2|No|19|10|2|3|0|0|0|0|No
267|31|Travel_Rarely|Research & Development|23|Medical|2|Male|2|2|Healthcare Representative|4|Married|5582|0|No|21|10|2|3|9|0|7|8|No
268|25|Non-Travel|Research & Development|5|Life Sciences|2|Male|4|2|Healthcare Representative|1|Divorced|4000|1|No|12|6|2|3|6|3|1|5|No
269|45|Travel_Rarely|Research & Development|20|Medical|3|Male|3|4|Healthcare Representative|4|Married|13496|0|Yes|14|21|2|3|20|7|4|10|No
270|36|Travel_Rarely|Research & Development|6|Life Sciences|4|Male|3|1|Laboratory Technician|4|Married|3210|0|No|11|16|4|3|15|13|10|11|No
271|55|Travel_Rarely|Research & Development|1|Medical|4|Male|3|5|Manager|1|Single|19045|0|Yes|14|37|2|3|36|10|4|13|No
272|47|Non-Travel|Research & Development|29|Life Sciences|1|Male|3|3|Manager|2|Married|11849|1|Yes|12|10|2|2|10|7|9|9|Yes
273|28|Travel_Rarely|Research & Development|9|Medical|4|Male|3|1|Research Scientist|4|Married|2070|1|No|23|5|3|2|5|2|0|4|No
274|37|Travel_Rarely|Sales|6|Medical|3|Male|3|2|Sales Executive|4|Married|6502|4|No|14|7|5|4|5|4|0|1|No
275|21|Travel_Rarely|Research & Development|3|Medical|4|Male|2|1|Research Scientist|3|Single|3230|1|No|17|3|4|4|3|2|1|0|No
276|37|Non-Travel|Research & Development|1|Medical|1|Female|3|3|Research Director|4|Divorced|13603|2|Yes|18|15|2|3|5|2|0|2|No
277|35|Travel_Rarely|Research & Development|22|Life Sciences|2|Female|4|3|Manager|2|Divorced|11996|7|No|18|10|6|2|7|7|6|2|No
278|38|Travel_Rarely|Sales|7|Medical|1|Female|4|2|Sales Executive|1|Divorced|5605|1|Yes|24|8|3|3|8|0|7|7|No
279|26|Travel_Frequently|Research & Development|1|Life Sciences|3|Female|3|2|Manufacturing Director|2|Divorced|6397|1|No|20|6|6|1|6|5|1|4|No
280|50|Travel_Rarely|Research & Development|4|Life Sciences|1|Male|3|5|Research Director|2|Divorced|19144|3|No|14|28|4|2|10|4|1|6|No
281|53|Travel_Rarely|Research & Development|3|Medical|3|Male|3|4|Research Director|3|Married|17584|3|Yes|16|21|5|2|5|3|1|3|No
282|42|Travel_Rarely|Sales|1|Life Sciences|2|Male|3|2|Sales Executive|3|Married|4907|1|No|25|20|3|3|20|16|11|6|No
283|29|Travel_Frequently|Sales|2|Life Sciences|2|Male|3|2|Sales Executive|4|Single|4554|1|No|18|10|3|2|10|7|0|9|No
284|55|Travel_Rarely|Research & Development|20|Technical Degree|2|Male|3|2|Laboratory Technician|4|Married|5415|3|Yes|19|12|4|3|10|7|0|8|No
285|26|Travel_Frequently|Research & Development|11|Medical|1|Male|3|2|Healthcare Representative|1|Married|4741|1|Yes|13|5|3|3|5|3|3|3|No
286|37|Travel_Rarely|Research & Development|1|Life Sciences|4|Female|3|1|Research Scientist|4|Single|2115|1|No|12|17|3|3|17|12|5|7|No
287|44|Travel_Frequently|Research & Development|24|Life Sciences|4|Male|3|1|Laboratory Technician|3|Divorced|3161|3|Yes|22|19|0|1|1|0|0|0|Yes
288|38|Travel_Rarely|Research & Development|23|Life Sciences|4|Male|3|2|Healthcare Representative|4|Divorced|5745|9|No|14|10|2|3|2|2|1|2|No
289|26|Travel_Rarely|Research & Development|16|Medical|1|Male|3|1|Laboratory Technician|2|Divorced|2373|2|Yes|13|5|2|3|3|2|0|2|Yes
290|28|Travel_Rarely|Research & Development|8|Life Sciences|4|Female|3|1|Research Scientist|4|Single|3310|1|No|21|5|3|3|5|3|0|2|No
291|49|Travel_Frequently|Research & Development|10|Life Sciences|3|Female|3|5|Research Director|1|Single|18665|9|Yes|11|22|4|3|3|2|1|2|No
292|36|Travel_Rarely|Research & Development|3|Technical Degree|3|Male|3|2|Research Scientist|2|Single|4485|4|No|12|10|2|3|8|0|7|7|No
293|31|Travel_Frequently|Sales|5|Marketing|4|Female|3|1|Sales Representative|2|Divorced|2789|1|No|11|2|5|2|2|2|2|2|No
294|26|Travel_Rarely|Sales|4|Marketing|4|Male|2|2|Sales Executive|4|Single|5828|1|Yes|12|8|0|3|8|7|7|4|Yes
295|37|Travel_Frequently|Research & Development|9|Medical|2|Male|3|1|Research Scientist|4|Married|2326|1|Yes|12|4|3|2|4|2|1|2|No
296|42|Travel_Frequently|Sales|26|Marketing|3|Female|3|4|Sales Executive|2|Married|13525|5|No|14|23|2|4|20|4|4|8|No
297|18|Travel_Rarely|Research & Development|3|Life Sciences|3|Male|3|1|Laboratory Technician|3|Single|1420|1|No|13|0|2|3|0|0|0|0|Yes
298|35|Travel_Rarely|Sales|16|Marketing|3|Male|3|3|Sales Executive|2|Married|8020|0|No|15|12|3|2|11|9|6|9|No
299|36|Travel_Frequently|Research & Development|18|Life Sciences|3|Male|4|1|Laboratory Technician|4|Married|3688|4|No|18|4|2|3|1|0|0|0|No
300|51|Travel_Rarely|Research & Development|2|Medical|4|Male|1|2|Manufacturing Director|2|Divorced|5482|5|No|18|13|3|3|4|1|1|2|No
301|41|Travel_Rarely|Sales|2|Life Sciences|4|Male|3|4|Manager|2|Single|16015|1|No|19|22|2|3|22|10|0|4|No
302|18|Travel_Rarely|Sales|10|Medical|4|Female|2|1|Sales Representative|3|Single|1200|1|No|12|0|2|3|0|0|0|0|No
303|28|Travel_Rarely|Research & Development|16|Medical|2|Male|4|2|Healthcare Representative|1|Single|5661|0|No|19|9|2|3|8|3|0|7|No
304|31|Travel_Rarely|Sales|7|Technical Degree|2|Male|4|2|Sales Executive|4|Married|6929|4|No|11|10|3|2|8|7|7|7|No
305|39|Travel_Rarely|Research & Development|1|Medical|3|Male|4|3|Healthcare Representative|4|Divorced|9613|0|No|17|19|5|2|18|10|3|7|No
306|36|Non-Travel|Research & Development|24|Life Sciences|2|Female|3|2|Laboratory Technician|2|Married|5674|7|No|15|11|3|3|9|8|0|8|No
307|32|Travel_Rarely|Sales|7|Life Sciences|4|Male|2|2|Sales Executive|3|Married|5484|1|No|14|13|3|2|13|8|4|8|No
308|38|Travel_Rarely|Research & Development|25|Life Sciences|1|Female|2|3|Research Director|2|Married|12061|3|No|17|19|2|3|10|8|0|1|No
309|58|Non-Travel|Research & Development|1|Life Sciences|4|Male|1|2|Healthcare Representative|3|Divorced|5660|2|Yes|13|12|2|3|5|3|1|2|No
310|31|Travel_Rarely|Research & Development|5|Technical Degree|3|Male|3|1|Research Scientist|4|Married|4821|0|Yes|12|6|4|3|5|2|0|3|No
311|31|Travel_Rarely|Human Resources|2|Human Resources|1|Male|2|2|Human Resources|1|Married|6410|3|No|12|9|1|3|2|2|1|0|No
312|45|Travel_Frequently|Research & Development|7|Life Sciences|1|Male|3|3|Laboratory Technician|1|Divorced|5210|1|No|18|24|2|3|24|9|9|11|No
313|31|Travel_Rarely|Research & Development|2|Life Sciences|3|Male|3|1|Research Scientist|4|Divorced|2695|0|Yes|18|3|2|1|2|2|2|2|No
314|33|Travel_Frequently|Research & Development|5|Life Sciences|4|Female|3|3|Manager|2|Married|11878|6|No|11|12|2|3|10|6|8|8|No
315|39|Travel_Rarely|Research & Development|10|Medical|3|Male|3|4|Manager|1|Married|17068|1|Yes|14|21|3|3|21|9|11|10|No
316|43|Travel_Frequently|Research & Development|10|Life Sciences|3|Female|3|1|Laboratory Technician|4|Single|2455|0|No|19|9|5|3|8|7|1|7|No
317|49|Travel_Rarely|Research & Development|1|Technical Degree|3|Female|2|4|Healthcare Representative|3|Single|13964|7|Yes|12|25|2|3|7|1|0|7|No
318|52|Travel_Rarely|Research & Development|8|Medical|3|Male|2|2|Research Scientist|2|Married|4941|2|No|15|11|3|2|8|2|7|7|Yes
319|27|Travel_Rarely|Research & Development|5|Life Sciences|3|Female|3|1|Research Scientist|2|Single|2478|1|Yes|12|4|2|2|4|3|1|2|No
320|32|Travel_Rarely|Sales|8|Technical Degree|3|Female|2|2|Sales Executive|2|Married|5228|1|Yes|11|13|2|3|13|12|11|9|No
321|27|Travel_Rarely|Sales|2|Life Sciences|4|Male|3|2|Sales Executive|3|Single|4478|1|Yes|11|5|3|3|5|4|0|4|No
322|31|Travel_Rarely|Sales|7|Marketing|4|Male|3|2|Sales Executive|4|Divorced|7547|4|No|12|13|3|3|7|7|1|7|No
323|32|Travel_Rarely|Research & Development|2|Medical|1|Female|4|2|Research Scientist|4|Single|5055|7|No|16|10|0|2|7|7|0|7|No
324|28|Travel_Rarely|Research & Development|2|Medical|1|Male|1|1|Research Scientist|4|Married|3464|5|Yes|13|5|4|2|3|2|2|2|Yes
325|30|Travel_Rarely|Research & Development|28|Medical|4|Female|3|2|Research Scientist|4|Married|5775|1|No|13|11|2|3|10|8|1|9|No
326|31|Travel_Frequently|Research & Development|7|Life Sciences|3|Female|2|3|Manufacturing Director|3|Married|8943|1|No|24|10|2|3|10|9|8|9|No
327|39|Travel_Frequently|Research & Development|7|Medical|3|Male|2|5|Manager|4|Married|19272|1|No|15|21|2|3|21|9|13|3|No
328|39|Travel_Rarely|Sales|3|Medical|4|Female|3|2|Sales Executive|3|Married|5238|4|Yes|18|12|3|2|1|0|0|0|Yes
329|33|Travel_Frequently|Sales|10|Marketing|2|Male|2|2|Sales Executive|4|Single|4682|3|No|14|9|6|2|7|7|0|1|No
330|47|Travel_Rarely|Research & Development|5|Life Sciences|4|Male|3|5|Research Director|3|Married|18300|4|No|11|21|2|3|3|2|1|1|No
331|43|Travel_Frequently|Research & Development|10|Life Sciences|3|Female|2|2|Laboratory Technician|3|Divorced|5257|1|No|11|9|3|4|9|7|0|0|No
332|27|Non-Travel|Sales|1|Marketing|3|Male|3|2|Sales Executive|2|Married|6349|0|Yes|13|6|0|3|5|4|1|4|No
333|54|Travel_Frequently|Research & Development|20|Life Sciences|4|Female|3|2|Research Scientist|3|Single|4869|3|No|12|20|4|2|4|3|0|3|No
334|43|Travel_Rarely|Research & Development|7|Life Sciences|3|Female|3|3|Healthcare Representative|1|Married|9985|8|No|16|10|1|2|1|0|0|0|No
335|45|Travel_Rarely|Research & Development|8|Other|4|Male|3|2|Research Scientist|4|Married|3697|9|No|14|12|3|3|10|9|9|8|No
336|40|Travel_Rarely|Sales|1|Medical|2|Male|1|2|Sales Executive|4|Married|7457|2|Yes|22|6|2|2|4|3|0|2|No
337|29|Travel_Rarely|Research & Development|8|Other|2|Male|1|1|Laboratory Technician|1|Married|2119|1|Yes|11|7|4|2|7|7|0|7|Yes
338|29|Travel_Rarely|Research & Development|9|Other|2|Male|2|1|Laboratory Technician|4|Single|3983|0|No|17|4|2|3|3|2|2|2|No
339|30|Travel_Rarely|Sales|5|Marketing|4|Female|2|2|Sales Executive|3|Divorced|6118|1|No|13|10|2|3|10|9|1|2|No
340|27|Travel_Rarely|Sales|8|Marketing|2|Female|3|2|Sales Executive|2|Married|6214|1|No|18|8|3|3|8|7|0|7|No
341|37|Travel_Rarely|Research & Development|5|Medical|4|Male|3|2|Manufacturing Director|4|Divorced|6347|7|No|16|8|2|2|6|2|0|4|No
342|38|Travel_Rarely|Research & Development|15|Life Sciences|3|Male|2|3|Research Director|4|Divorced|11510|0|Yes|14|12|3|3|11|10|2|9|No
343|31|Travel_Rarely|Research & Development|7|Medical|3|Female|3|3|Manufacturing Director|4|Single|7143|1|Yes|14|11|2|2|11|9|4|10|No
344|29|Travel_Rarely|Sales|10|Marketing|4|Female|2|2|Sales Executive|2|Divorced|8268|1|Yes|14|7|2|3|7|7|1|7|No
345|35|Travel_Rarely|Research & Development|5|Technical Degree|3|Male|3|3|Manufacturing Director|2|Single|8095|0|No|13|17|5|3|16|6|0|13|No
346|23|Travel_Rarely|Research & Development|26|Life Sciences|3|Male|3|1|Research Scientist|4|Divorced|2904|1|No|12|4|2|2|4|2|0|2|No
347|41|Travel_Rarely|Research & Development|6|Medical|4|Male|2|2|Manufacturing Director|2|Single|6032|6|Yes|15|8|3|3|5|4|1|2|No
348|47|Travel_Frequently|Sales|4|Medical|2|Male|3|2|Sales Representative|3|Single|2976|3|No|19|5|3|3|0|0|0|0|No
349|42|Travel_Rarely|Research & Development|23|Life Sciences|1|Female|3|4|Research Director|4|Single|15992|2|No|14|16|2|3|1|0|0|0|No
350|29|Non-Travel|Sales|2|Life Sciences|4|Male|3|2|Sales Executive|3|Married|4649|1|No|14|4|3|2|4|3|0|2|No
351|42|Travel_Rarely|Human Resources|2|Technical Degree|3|Male|3|1|Human Resources|3|Divorced|2696|0|Yes|11|4|5|3|3|2|1|0|No
352|32|Travel_Rarely|Research & Development|2|Medical|3|Female|3|1|Laboratory Technician|2|Married|2370|1|No|13|8|4|3|8|0|0|7|No
353|48|Travel_Rarely|Sales|29|Medical|1|Female|3|3|Manager|3|Married|12504|3|No|21|15|3|1|0|0|0|0|No
354|37|Travel_Rarely|Research & Development|6|Medical|3|Male|4|2|Research Scientist|1|Divorced|5974|4|Yes|13|13|2|3|7|7|6|7|No
355|30|Non-Travel|Sales|25|Technical Degree|4|Female|3|2|Sales Executive|3|Married|4736|7|Yes|12|4|2|4|2|2|2|2|No
